date,agency,filing_title,keyword_count
4/13/2023,Energy Department,Combined Notice of Filings #1,0
4/18/2023,Energy Department,Notice of Staff Attendance at North American Electric Reliability Corporation Standard Drafting Meeting,0
4/19/2023,Energy Department,New England Winter Gas-Electric Forum; Supplemental Notice of Second New England Winter Gas-Electric Forum,0
4/26/2023,Energy Department,Joint Federal-State Task Force on Electric Transmission; Notice Announcing Meeting and Inviting Agenda Topics,0
4/26/2023,Energy Department,Notice of Staff Attendance at the North American Electric Reliability Corporation Compliance and Certification Committee Meetings,0
4/28/2023,Energy Department,"Recommendation for the Western Area Power Administration's Rocky Mountain Region and Colorado River Storage Project Management Center To Pursue Final Negotiations Regarding Membership in the Southwest Power Pool Regional Transmission Organization, and for the Upper Great Plains Region To Expand Its Participation",0
5/3/2023,Energy Department,Incentives for Advanced Cybersecurity Investment,0
5/4/2023,Energy Department,Notice of Staff Attendance at North American Electric Reliability Corporation Meetings,0
5/4/2023,Energy Department,Combined Notice of Filings #2,0
5/5/2023,Energy Department,Combined Notice of Filings #2,0
5/9/2023,Energy Department,Combined Notice of Filings #2,0
5/10/2023,Energy Department,Combined Notice of Filings #2,0
5/11/2023,Energy Department,Combined Notice of Filings #1,0
5/12/2023,Energy Department,Combined Notice of Filings #1,0
5/15/2023,Energy Department,Notice of Intent and Request for Information: Designation of National Interest Electric Transmission Corridors,0
5/16/2023,Energy Department,Commission Information Collection Activities (FERC-725D(1)); Comment Request,1
5/17/2023,Energy Department,Combined Notice of Filings #1,0
5/23/2023,Energy Department,Commission Information Collection Activities (Proposed FERC-1002); Comment Request,1
5/24/2023,Energy Department,Combined Notice of Filings # 1,0
5/26/2023,Energy Department,Combined Notice of Filings #1,0
5/30/2023,Energy Department,"Neptune Pumped Storage 2, LLC; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",0
6/1/2023,Energy Department,Combined Notice of Filings #1,0
6/2/2023,Energy Department,New England Winter Gas-Electric Forum; Supplemental Notice of Second New England Winter Gas-Electric Forum,0
6/6/2023,Energy Department,Combined Notice of Filings #1,0
6/7/2023,Energy Department,Combined Notice of Filings # 1,0
6/8/2023,Energy Department,Combined Notice of Filings #1,0
6/8/2023,Energy Department,Emergency Order Issued to the California Independent System Operator Corporation To Operate Power Generating Facilities Under Limited Circumstances in California as a Result of Extreme Weather,0
6/12/2023,Energy Department,Combined Notice of Filings #1,0
6/13/2023,Energy Department,Cleco Power LLC; Notice Shortening Comment Period,0
6/16/2023,Energy Department,Combined Notice of Filings #1,0
6/21/2023,Energy Department,Increasing Market and Planning Efficiency through Improved Software; Second Supplemental Notice of Technical Conference on Increasing Real-Time and Day-Ahead Market and Planning Efficiency Through Improved Software,0
6/21/2023,Energy Department,Notice of Staff Attendance at the Reliability and Security Technical Committee Meetings,0
6/21/2023,Energy Department,Combined Notice of Filings # 1,0
6/22/2023,Energy Department,Tariff Provisions,0
6/22/2023,Energy Department,Combined Notice of Filings # 1,0
6/23/2023,Energy Department,Transmission System Planning Performance Requirements for Extreme Weather,0
6/23/2023,Energy Department,Combined Notice of Filings #1,0
6/26/2023,Energy Department,Combined Notice of Filings #1,0
6/27/2023,Energy Department,"One-Time Informational Reports on Extreme Weather Vulnerability Assessments Climate Change, Extreme Weather, and Electric System Reliability",0
7/7/2023,Energy Department,Combined Notice of Filings #1,0
7/7/2023,Energy Department,Integrated System Power Rates-Rate Order No. SWPA-80,0
7/13/2023,Energy Department,"Ventasso Energy Storage, LLC; Notice of Filing",0
7/13/2023,Energy Department,EnerSmart Los Coches BESS LLC; Notice of Filing,0
7/14/2023,Energy Department,New England Winter Gas-Electric Forum; Notice Inviting Post-Forum Comments,0
7/19/2023,Energy Department,Combined Notice of Filings #1,0
7/20/2023,Energy Department,Combined Notice of Filings #1,0
7/25/2023,Energy Department,Sunshine Act Meetings,0
7/26/2023,Energy Department,Combined Notice of Filings #1,0
7/28/2023,Energy Department,Combined Notice of Filings #1,0
8/1/2023,Energy Department,Combined Notice of Filings # 1,0
8/2/2023,Energy Department,Combined Notice of Filings #1,0
8/4/2023,Energy Department,Combined Notice of Filings #1,0
8/14/2023,Energy Department,Combined Notice of Filings #1,0
8/16/2023,Energy Department,Coordination of Federal Authorizations for Electric Transmission Facilities,0
8/18/2023,Energy Department,Combined Notice of Filings #1,0
8/23/2023,Energy Department,Combined Notice of Filings #1,0
8/24/2023,Energy Department,Combined Notice of Filings #1,0
8/28/2023,Energy Department,Combined Notice of Filings #1,0
8/30/2023,Energy Department,"Formula Rates for Central Valley Project Power, Transmission, and Ancillary Services; and California-Oregon Transmission Project Transmission Service-Rate Order No. WAPA-207",0
8/31/2023,Energy Department,Boulder Canyon Project,0
9/1/2023,Energy Department,Combined Notice of Filings #1,0
9/5/2023,Energy Department,Combined Notice of Filings #1,0
9/6/2023,Energy Department,Improvements to Generator Interconnection Procedures and Agreements,0
9/8/2023,Energy Department,Combined Notice of Filings #1,0
9/8/2023,Energy Department,Capacity Accreditation; Notice of Request for Technical Conference,0
9/13/2023,Energy Department,Combined Notice of Filings #1,0
9/15/2023,Energy Department,Combined Notice of Filings #1,0
9/19/2023,Energy Department,Combined Notice of Filings #1,0
9/21/2023,Energy Department,Combined Notice of Filings #1,0
9/25/2023,Energy Department,Combined Notice of Filings #1,0
9/28/2023,Energy Department,Reliability Technical Conference; Supplemental Notice of Technical Conference,0
9/28/2023,Energy Department,Commission Information Collection Activities (FERC-516H) Comment Request; Extension,1
10/4/2023,Energy Department,Combined Notice of Filings #1,0
10/5/2023,Energy Department,Combined Notice of Filings #2,0
10/5/2023,Energy Department,Accounting and Reporting Treatment of Certain Renewable Energy Assets,0
10/12/2023,Energy Department,Combined Notice of Filings # 1,0
10/17/2023,Energy Department,Sunshine Act Meetings,0
10/18/2023,Energy Department,Combined Notice of Filings # 1,0
10/19/2023,Energy Department,Combined Notice of Filings #1,0
10/23/2023,Energy Department,Combined Notice of Filings #1,0
10/24/2023,Energy Department,Combined Notice of Filings # 1,0
10/25/2023,Energy Department,Combined Notice of Filings # 1,0
10/26/2023,Energy Department,Department of Energy Acquisition Regulation (DEAR),0
10/27/2023,Energy Department,Combined Notice of Filings #1,0
10/27/2023,Energy Department,Filing Process and Data Collection for the Electric Quarterly Report,0
10/30/2023,Energy Department,Reliability Standards To Address Inverter-Based Resources,0
10/30/2023,Energy Department,"Notice of Issuance of Final Power Marketing Policy, for the Jim Woodruff System Project",0
11/3/2023,Energy Department,Combined Notice of Filings #1,0
11/3/2023,Energy Department,Reliability Technical Conference; Second Supplemental Notice of Technical Conference,0
11/6/2023,Energy Department,Combined Notice of Filings #2,0
11/7/2023,Energy Department,Proposed Modifications to Open Access Transmission Tariff; Public Hearing and Opportunities for Public Review and Comment,0
11/9/2023,Energy Department,Combined Notice of Filings #1,0
11/13/2023,Energy Department,Combined Notice of Filings #1,0
11/15/2023,Energy Department,Combined Notice of Filings #1,0
11/20/2023,Energy Department,Combined Notice of Filings #1,0
11/21/2023,Energy Department,Reliability Technical Conference; Notice Inviting Post-Technical Conference Comments,0
11/22/2023,Energy Department,"Wabash Valley Power Association, Inc.; Order Establishing Additional Briefing Procedures",0
11/27/2023,Energy Department,Salt Lake City Area Integrated Projects and Colorado River Storage Project-Rate Order No. WAPA-206,0
11/28/2023,Energy Department,Combined Notice of Filings #1,0
12/6/2023,Energy Department,Combined Notice of Filings #1,0
12/7/2023,Energy Department,Combined Notice of Filings #1,0
12/7/2023,Energy Department,Commission Information Collection Activities (FERC-516H) Comment Request; Extension,1
12/20/2023,Energy Department,Joint Federal-State Task Force on Electric Transmission; Notice Announcing Meeting and Inviting Agenda Topics,0
12/20/2023,Energy Department,"THSI bn, LLC; Notice of Filing",0
12/21/2023,Energy Department,Combined Notice of Filings #1,0
12/21/2023,Energy Department,Commission Information Collection Activities (FERC-717); Comment Request; Extension,1
12/26/2023,Energy Department,Combined Notice of Filings #1,0
12/27/2023,Energy Department,Combined Notice of Filings #1,0
12/28/2023,Energy Department,Combined Notice of Filings #1,0
1/8/2024,Energy Department,Civil Nuclear Credit Program and Recapture of Credits,0
1/12/2024,Energy Department,Combined Notice of Filings #1,0
1/16/2024,Energy Department,Combined Notice of Filings #1,0
1/19/2024,Energy Department,Combined Notice of Filings #1,0
1/19/2024,Energy Department,"Central Arizona Project, Colorado River Storage Project, Loveland Area Projects, Pacific Northwest-Pacific Southwest Intertie Project, and Parker-Davis Project-Rate Order No. WAPA-215",0
1/23/2024,Energy Department,Combined Notice of Filings #1,0
1/25/2024,Energy Department,Combined Notice of Filings # 1,0
1/29/2024,Energy Department,Combined Notice of Filings #1,0
2/2/2024,Energy Department,Combined Notice of Filings #1,0
2/6/2024,Energy Department,Combined Notice of Filings #1,0
2/7/2024,Energy Department,"Loveland Area Projects, Western Area Colorado Missouri Balancing Authority, and Colorado River Storage Project-Rate Order No. WAPA-214",0
2/8/2024,Energy Department,Combined Notice of Filings #2,0
2/9/2024,Energy Department,Application for Authorization To Export Electric Energy; Altop Energy Trading LLC,0
2/9/2024,Energy Department,Application for Renewal of Authorization To Export Electric Energy; Brookfield Renewable Trading and Marketing LP,0
2/14/2024,Energy Department,Combined Notice of Filings #1,0
2/15/2024,Energy Department,Combined Notice of Filings #1,0
2/16/2024,Energy Department,Combined Notice of Filings #1,0
2/21/2024,Energy Department,Combined Notice of Filings #1,0
2/22/2024,Energy Department,Combined Notice of Filings #1,0
2/26/2024,Energy Department,"Enforcement of Statutes, Orders, Rules, and Regulations",0
2/29/2024,Energy Department,Viridon Midcontinent LLC; Notice of Institution of Section 206 Proceeding and Refund Effective Date,0
2/29/2024,Energy Department,Combined Notice of Filings #1,0
2/29/2024,Energy Department,Combined Notice of Filings # 1,0
3/4/2024,Energy Department,Combined Notice of Filings #1,0
3/7/2024,Energy Department,Increasing Market and Planning Efficiency Through Improved Software; Notice of Technical Conference: Increasing Real-Time and Day-Ahead Market and Planning Efficiency Through Improved Software,0
3/11/2024,Energy Department,Combined Notice of Filings #1,0
3/19/2024,Energy Department,Sunshine Act Meetings,0
3/19/2024,Energy Department,Combined Notice of Filings #1,0
3/26/2024,Energy Department,Combined Notice of Filings #1,0
3/28/2024,Energy Department,Compensation for Reactive Power Within the Standard Power Factor Range,0
3/29/2024,Energy Department,"Application for Authorization To Export Electric Energy; ENGIE Energy Marketing NA, Inc.",0
4/4/2024,Energy Department,Combined Notice of Filings #1,0
4/5/2024,Energy Department,Energy Conservation Program: Test Procedure for Central Air Conditioners and Heat Pumps,0
4/5/2024,Energy Department,"Central Arizona Project, Colorado River Storage Project, Loveland Area Projects, Pacific Northwest-Pacific Southwest Intertie Project, and Parker-Davis Project-Rate Order No. WAPA-215",0
4/10/2024,Energy Department,Combined Notice of Filings #1,0
4/11/2024,Energy Department,Combined Notice of Filings #1,0
4/15/2024,Energy Department,Combined Notice of Filings #1,0
4/16/2024,Energy Department,Improvements to Generator Interconnection Procedures and Agreements,0
4/22/2024,Energy Department,Combined Notice of Filings #1,0
4/23/2024,Energy Department,Sunshine Act Meetings,0
4/24/2024,Energy Department,Commission Information Collection Activities (FERC-921); Comment Request; Extension,1
4/26/2024,Energy Department,Combined Notice of Filings #1,0
5/1/2024,Energy Department,Coordination of Federal Authorizations for Electric Transmission Facilities,0
5/1/2024,Energy Department,Combined Notice of Filings #1,0
5/3/2024,Energy Department,Combined Notice of Filings #1,0
5/6/2024,Energy Department,Standards for Business Practices and Communication Protocols for Public Utilities,0
5/7/2024,Energy Department,Combined Notice of Filings #2,0
5/7/2024,Energy Department,"Notice of Attendance at the Southwest Power Pool, Inc. Regional State Committee Meeting, Quarterly Joint Stakeholder Meeting, and Members' Committee/Board of Directors' Meetings",0
5/8/2024,Energy Department,Combined Notice of Filings #1,0
5/15/2024,Energy Department,Combined Notice of Filings #1,0
5/16/2024,Energy Department,Combined Notice of Filings #1,0
5/21/2024,Energy Department,Combined Notice of Filings #1,0
5/22/2024,Energy Department,Combined Notice of Filings #1,0
5/22/2024,Energy Department,Notice of Staff-Led Workshop; Innovations and Efficiencies in Generator Interconnection,0
5/22/2024,Energy Department,Electric Vehicle Working Group,0
5/29/2024,Energy Department,Request for Information Regarding the Advanced Technology Vehicles Manufacturing Loan Program,0
5/29/2024,Energy Department,Applications for Permits To Site Interstate Electric Transmission Facilities,0
5/31/2024,Energy Department,Combined Notice of Filings #1,0
6/4/2024,Energy Department,"Loveland Area Projects, Western Area Colorado Missouri Balancing Authority, and Colorado River Storage Project-Rate Order No. WAPA-214",0
6/4/2024,Energy Department,Combined Notice of Filings #1,0
6/6/2024,Energy Department,Combined Notice of Filings #1,0
6/11/2024,Energy Department,Building for the Future Through Electric Regional Transmission Planning and Cost Allocation,0
6/11/2024,Energy Department,Combined Notice of Filings #1,0
6/17/2024,Energy Department,"Premium Energy Holdings, LLC; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",0
6/17/2024,Energy Department,Combined Notice of Filings #2,0
6/17/2024,Energy Department,Combined Notice of Filings #1,0
6/18/2024,Energy Department,Combined Notice of Filings #1,0
6/21/2024,Energy Department,Notice To Hold Proceeding in Abeyance,0
6/24/2024,Energy Department,Combined Notice of Filings #1,0
6/25/2024,Energy Department,"Application for Renewal of Authorization To Export Electric Energy; EDECSAMEX, S.A. de C.V.",0
7/1/2024,Energy Department,Combined Notice of Filings #1,0
7/2/2024,Energy Department,Commission Information Collection Activities (Ferc-921); Comment Request; Extension,1
7/3/2024,Energy Department,Innovations and Efficiencies in Generator Interconnection; Supplemental Notice of Staff-Led Workshop,0
7/3/2024,Energy Department,North American Electric Reliability Corporation; Order Approving Extreme Cold Weather Reliability Standard EOP-012-2 and Directing Modification,0
7/5/2024,Energy Department,Electric Reliability Organization Performance Assessments; Withdrawal,0
7/8/2024,Energy Department,Combined Notice of Filings #1,0
7/9/2024,Energy Department,Combined Notice of Filings #2,0
7/11/2024,Energy Department,Combined Notice of Filings #1,0
7/12/2024,Energy Department,Combined Notice of Filings #1,0
7/15/2024,Energy Department,Implementation of Dynamic Line Ratings,0
7/22/2024,Energy Department,"Central Valley Project/Power, Transmission, and Ancillary Services and California-Oregon Transmission Project Transmission Service-Rate Order No. WAPA-207",0
7/25/2024,Energy Department,Combined Notice of Filings #1,0
7/30/2024,Energy Department,Combined Notice of Filings #1,0
8/2/2024,Energy Department,Combined Notice of Filings #1,0
8/9/2024,Energy Department,Commission Information Collection Activities (FERC-516G); Comment Request; Extension,1
8/15/2024,Energy Department,Combined Notice of Filings #1,0
8/19/2024,Energy Department,Combined Notice of Filings #1,0
8/19/2024,Energy Department,Request for Information Regarding Interregional and Offshore Wind Transmission,0
8/20/2024,Energy Department,Innovations and Efficiencies in Generator Interconnection; Second Supplemental Notice of Staff-Led Workshop,0
8/26/2024,Energy Department,Combined Notice of Filings #1,0
8/26/2024,Energy Department,Pick-Sloan Missouri Basin Program-Eastern Division-Rate Order No. WAPA-217,0
8/27/2024,Energy Department,Combined Notice of Filings #1,0
8/28/2024,Energy Department,Combined Notice of Filings #1,0
9/3/2024,Energy Department,Combined Notice of Filings #1,0
9/4/2024,Energy Department,Electric Vehicle Working Group,0
9/5/2024,Energy Department,Combined Notice of Filings #1,0
9/6/2024,Energy Department,Combined Notice of Filings #1,0
9/10/2024,Energy Department,Third Supplemental Notice for Staff-Led Workshop,0
9/10/2024,Energy Department,Combined Notice of Filings #1,0
9/10/2024,Energy Department,Combined Notice of Filings #2,0
9/11/2024,Energy Department,Combined Notice of Filings #1,0
9/11/2024,Energy Department,Energy Efficiency Resource Participation in RTO/ISO Markets; Notice of Request for Technical Conference,2
9/12/2024,Energy Department,Alliance for Tribal Clean Energy; Notice of Petition for Rulemaking and Intent To Hold Tribal Consultation Meetings,0
9/13/2024,Energy Department,Combined Notice of Filings #1,0
9/17/2024,Energy Department,Combined Notice of Filings #1,0
9/19/2024,Energy Department,Innovations and Efficiencies in Generator Interconnection; Notice Requesting Post-Workshop Comment,0
9/19/2024,Energy Department,Combined Notice of Filings #1,0
9/20/2024,Energy Department,Combined Notice of Filings #1,0
9/24/2024,Energy Department,Combined Notice of Filings #1,0
9/25/2024,Energy Department,Combined Notice of Filings #1,0
9/26/2024,Energy Department,Alliance for Tribal Clean Energy; Notice of Tribal Consultation,0
9/26/2024,Energy Department,Combined Notice of Filings #1,0
9/27/2024,Energy Department,"Application for Authorization To Export Electric Energy; Energia Sierra Juarez U.S., LLC",0
10/1/2024,Energy Department,Combined Notice of Filings #1,0
10/3/2024,Energy Department,Combined Notice of Filings #1,0
10/7/2024,Energy Department,Combined Notice of Filings #1,0
10/7/2024,Energy Department,Electronic Tariff Filings; Notice of Deployment of eTariff Test Sandbox,0
10/8/2024,Energy Department,Combined Notice of Filings #1,0
10/9/2024,Energy Department,Combined Notice of Filings #1,0
10/11/2024,Energy Department,Combined Notice of Filings #1,0
10/15/2024,Energy Department,Combined Notice of Filings #1,0
10/15/2024,Energy Department,"Midcontinent Independent System Operator, Inc., PJM Interconnection, L.L.C., Southwest Power Pool, Inc., ISO New England, Inc.; Notice of Extension of Time",2
10/15/2024,Energy Department,Reliability Technical Conference; Second Supplemental Notice of Commissioner-Led Technical Conference,0
10/16/2024,Energy Department,Combined Notice of Filings #1,0
10/16/2024,Energy Department,Sunshine Act Meetings,0
10/17/2024,Energy Department,Combined Notice of Filings #1,0
10/17/2024,Energy Department,Commission Information Collection Activities (FERC-516G); Comment Request; Extension,1
10/18/2024,Energy Department,Combined Notice of Filings #1,0
10/18/2024,Energy Department,Application for Renewal of Authorization to Export Electric Energy; Macquarie Energy LLC,0
10/22/2024,Energy Department,Electric Vehicle Working Group,0
10/22/2024,Energy Department,Combined Notice of Filings #1,0
10/23/2024,Energy Department,Combined Notice of Filings #1,0
10/25/2024,Energy Department,Combined Notice of Filings #1,0
10/25/2024,Energy Department,"Notice of Intent To Prepare an Environmental Impact Statement for the Proposed North Plains Connector Project, Colstrip, Montana to Center/St. Anthony, North Dakota",0
10/28/2024,Energy Department,Combined Notice of Filings #1,0
10/30/2024,Energy Department,Combined Notice of Filings #1,0
10/31/2024,Energy Department,Combined Notice of Filings #1,0
11/1/2024,Energy Department,Combined Notice of Filings #1,0
11/4/2024,Energy Department,Combined Notice of Filings #1,0
11/5/2024,Energy Department,Combined Notice of Filings #1,0
11/7/2024,Energy Department,Combined Notice of Filings #1,0
11/7/2024,Energy Department,Combined Notice of Filings #2,0
11/8/2024,Energy Department,Combined Notice of Filings #2,0
11/8/2024,Energy Department,Combined Notice of Filings #1,0
11/12/2024,Energy Department,Combined Notice of Filings #1,0
11/12/2024,Energy Department,Final 2028 Parker-Davis Project Power Marketing Plan and Call for Resource Pool Applications,0
11/12/2024,Energy Department,Integrated System Power Rates,0
11/13/2024,Energy Department,Fiscal Year (FY) 2026-2028 Proposed Power and Transmission Rate Adjustments; Public Hearing and Opportunities for Public Review and Comment,0
11/13/2024,Energy Department,Proposed Modifications to Open Access Transmission Tariff; Public Hearing and Opportunities for Public Review and Comment,0
11/13/2024,Energy Department,Department of Energy Acquisition Regulation (DEAR),0
11/14/2024,Energy Department,Combined Notice of Filings #1,0
11/15/2024,Energy Department,Combined Notice of Filings #1,0
11/18/2024,Energy Department,Combined Notice of Filings #1,0
11/19/2024,Energy Department,Combined Notice of Filings #1,0
11/19/2024,Energy Department,Sunshine Act Meetings,0
11/21/2024,Energy Department,Combined Notice of Filings #1,0
11/22/2024,Energy Department,Combined Notice of Filings #1,0
11/22/2024,Energy Department,"Notice of Application Accepted for Filing and Soliciting Motions To Intervene and Protests: Scott's Mill Hydro, LLC",0
11/26/2024,Energy Department,Compensation for Reactive Power Within the Standard Power Factor Range,0
11/26/2024,Energy Department,Combined Notice of Filings #1,0
11/27/2024,Energy Department,Combined Notice of Filings #1,0
12/2/2024,Energy Department,Combined Notice of Filings #1,0
12/3/2024,Energy Department,Combined Notice of Filings #1,0
12/4/2024,Energy Department,Combined Notice of Filings #1,0
12/6/2024,Energy Department,Building for the Future Through Electric Regional Transmission Planning and Cost Allocation,0
12/6/2024,Energy Department,Combined Notice of Filings #1,0
12/9/2024,Energy Department,Combined Notice of Filings #1,0
12/9/2024,Energy Department,"Southern Star Central Gas Pipeline, Inc.; Notice of Application and Establishing Intervention Deadline",0
12/10/2024,Energy Department,Combined Notice of Filings #1,0
12/11/2024,Energy Department,Combined Notice of Filings #1,0
12/12/2024,Energy Department,Combined Notice of Filings #1,0
12/12/2024,Energy Department,ANR Pipeline Company; Notice of Request Under Blanket Authorization and Establishing Intervention and Protest Deadline,0
12/13/2024,Energy Department,Combined Notice of Filings #1,0
12/16/2024,Energy Department,Combined Notice of Filings #1,0
12/16/2024,Energy Department,"Notice of Early Public and Governmental Engagement for Potential Designation of Tribal Energy Access, Southwestern Grid Connector, and Lake Erie-Canada National Interest Electric Transmission Corridors",1
12/17/2024,Energy Department,Sunshine Act Meetings,0
12/18/2024,Energy Department,Combined Notice of Filings #1,0
12/19/2024,Energy Department,Combined Notice of Filings #1,0
12/19/2024,Energy Department,Application for Authorization To Export Electric Energy; OIKO Energy Inc.,0
12/20/2024,Energy Department,Combined Notice of Filings #1,0
12/20/2024,Energy Department,Pick-Sloan Missouri Basin Program-Eastern Division-Rate Order No. WAPA-217,0
12/23/2024,Energy Department,Combined Notice of Filings #1,0
12/26/2024,Energy Department,Combined Notice of Filings #1,0
12/27/2024,Energy Department,Combined Notice of Filings #1,0
12/27/2024,Energy Department,Interregional Transfer Capability Study: Strengthening Reliability Through the Energy Transformation,0
12/27/2024,Energy Department,Loveland Area Projects-Rate Order No. WAPA-219,0
12/30/2024,Energy Department,Determination Regarding Energy Efficiency Improvements in the 2024 International Energy Conservation Code,0
12/30/2024,Energy Department,Combined Notice of Filings #1,0
12/30/2024,Energy Department,Colorado River Storage Project-Rate Order No. WAPA-220,0
12/30/2024,Energy Department,Pick-Sloan Missouri Basin Program-Eastern Division-Rate Order No. WAPA-218,0
12/31/2024,Energy Department,Commission Information Collection Activities (FERC-725G); Comment Request; Extension,1
12/31/2024,Energy Department,Combined Notice of Filings #1,0
1/2/2025,Energy Department,Combined Notice of Filings #1,0
1/3/2025,Energy Department,Combined Notice of Filings #1,0
1/3/2025,Energy Department,Update and Relocation of the Department of Energy Technology Investment Agreement Regulations,0
1/6/2025,Energy Department,Combined Notice of Filings #1,0
1/8/2025,Energy Department,Combined Notice of Filings #1 Take notice that the commission received the following accounting Request filings:,0
1/10/2025,Energy Department,Combined Notice of Filings #1,0
1/13/2025,Energy Department,Combined Notice of Filings #1,0
1/14/2025,Energy Department,Sunshine Act Meetings,0
1/14/2025,Energy Department,Combined Notice of Filings #1,0
1/15/2025,Energy Department,Combined Notice of Filings #1,0
1/16/2025,Energy Department,Combined Notice of Filings #2,0
1/16/2025,Energy Department,Combined Notice of Filings #1,0
1/17/2025,Energy Department,Energy Conservation Program: Test Procedure for Compressors,0
1/17/2025,Energy Department,Combined Notice of Filings #1,0
1/21/2025,Energy Department,Combined Notice of Filings #1,0
1/21/2025,Energy Department,Reliability Standards for Frequency and Voltage Protection Settings and Ride-Through for Inverter-Based Resources,0
1/21/2025,Energy Department,Energy Conservation Program: Energy Conservation Standards and Test Procedures for Certain Consumer Products and Commercial Equipment; Corrections,0
1/21/2025,Energy Department,"Energy Conservation Program: Energy Conservation Standards for Commercial Refrigerators, Freezers, and Refrigerator-Freezers",0
1/22/2025,Energy Department,Combined Notice of Filings #1,0
1/27/2025,Energy Department,"Lyonsdale Associates, LLC; Notice Soliciting Scoping Comments",0
1/27/2025,Energy Department,Combined Notice of Filings #1,0
1/28/2025,Energy Department,Combined Notice of Filings #1,0
1/29/2025,Energy Department,Combined Notice of Filings #1,0
1/30/2025,Energy Department,Combined Notice of Filings #1,0
1/31/2025,Energy Department,Combined Notice of Filings #1,0
2/3/2025,Energy Department,"New England Hydropower Company, LLC; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",0
2/4/2025,Energy Department,Combined Notice of Filings #1,0
2/5/2025,Energy Department,Increasing Market and Planning Efficiency Through Improved Software; Notice of Technical Conference: Increasing Real-Time and Day-Ahead Market and Planning Efficiency Through Improved Software,0
2/5/2025,Energy Department,Combined Notice of Filings #1,0
2/7/2025,Energy Department,Combined Notice of Filings #1,0
2/7/2025,Energy Department,Combined Notice of Filings,0
2/7/2025,Energy Department,Combined Notice of Filings #2,0
2/11/2025,Energy Department,Combined Notice of Filings #1,0
2/11/2025,Energy Department,Combined Notice of Filings #2,0
2/11/2025,Energy Department,Combined Notice of Filings #3,0
2/12/2025,Energy Department,Combined Notice of Filings #1,0
2/12/2025,Energy Department,Combined Notice of Filings #2,0
2/12/2025,Energy Department,"Ohio Power and Light, LLC; Notice of Application Tendered for Filing With the Commission and Soliciting Additional Study Requests and Establishing Procedural Schedule",0
2/12/2025,Energy Department,Combined Notice of Filings #3,0
2/13/2025,Energy Department,Combined Notice of Filings #1,0
2/14/2025,Energy Department,Combined Notice of Filings #1,0
2/18/2025,Energy Department,Combined Notice of Filings #1,0
2/19/2025,Energy Department,Sunshine Act Meetings,0
2/19/2025,Energy Department,Combined Notice of Filings #1,0
2/20/2025,Energy Department,Combined Notice of Filings #1,0
2/20/2025,Energy Department,"Notice of Application Ready for Environmental Analysis and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions; Erie Boulevard Hydropower, L.P.",0
2/21/2025,Energy Department,Combined Notice of Filings #1,0
2/25/2025,Energy Department,Combined Notice of Filings #3,0
2/25/2025,Energy Department,Combined Notice of Filings #2,0
2/25/2025,Energy Department,Combined Notice of Filings #1,0
2/26/2025,Energy Department,Meeting the Challenge of Resource Adequacy in Regional Transmission Organization and Independent System Operator Regions; Notice of Commissioner-Led Technical Conference,0
2/26/2025,Energy Department,Combined Notice of Filings #1,0
2/26/2025,Energy Department,In Reply Refer To: North American Electric Reliability Corporation,0
2/27/2025,Energy Department,Standards for Business Practices and Communication Protocols for Public Utilities,0
2/27/2025,Energy Department,"Hydropower Highway LLC; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",0
2/27/2025,Energy Department,Combined Notice of Filings #1,0
2/27/2025,Energy Department,Notice of Institution of Section 206 Proceeding and Refund Effective Dates,0
2/28/2025,Energy Department,Combined Notice of Filings #1,0
3/3/2025,Energy Department,Combined Notice of Filings #1,0
3/4/2025,Energy Department,Combined Notice of Filings #1,0
3/5/2025,Energy Department,Combined Notice of Filings #1,0
3/5/2025,Energy Department,"Yuba County Water Agency; Notice of Application Ready for Environmental Analysis and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",0
3/5/2025,Energy Department,"Eagle Creek Reusens Hydro, LLC; Notice Soliciting Scoping Comments",0
3/7/2025,Energy Department,Combined Notice of Filings #1,0
3/10/2025,Energy Department,Notice of Effectiveness of Exempt Wholesale Generator Status,0
3/10/2025,Energy Department,Combined Notice of Filings #1,0
3/10/2025,Energy Department,"Missisquoi, LLC; Notice of Application Accepted for Filing, Soliciting Motions To Intervene and Protests, Ready for Environmental Analysis, and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions",0
3/11/2025,Energy Department,Combined Notice of Filings,0
3/11/2025,Energy Department,Combined Notice of Filings #1,0
3/12/2025,Energy Department,Combined Notice of Filings #2,0
3/13/2025,Energy Department,Combined Notice of Filings #1,0
3/17/2025,Energy Department,Commission Information Collection Activities (FERC-725G); Comment Request; Extension,1
3/17/2025,Energy Department,Combined Notice of Filings #1,0
3/18/2025,Energy Department,Combined Notice of Filings #1,0
