date,agency,filing_title,keyword_count
2023-04-13,Energy Department,Combined Notice of Filings #1,0
2023-04-18,Energy Department,Notice of Staff Attendance at North American Electric Reliability Corporation Standard Drafting Meeting,0
2023-04-19,Energy Department,New England Winter Gas-Electric Forum; Supplemental Notice of Second New England Winter Gas-Electric Forum,0
2023-04-26,Energy Department,Joint Federal-State Task Force on Electric Transmission; Notice Announcing Meeting and Inviting Agenda Topics,0
2023-04-26,Energy Department,Notice of Staff Attendance at the North American Electric Reliability Corporation Compliance and Certification Committee Meetings,0
2023-04-28,Energy Department,"Recommendation for the Western Area Power Administration's Rocky Mountain Region and Colorado River Storage Project Management Center To Pursue Final Negotiations Regarding Membership in the Southwest Power Pool Regional Transmission Organization, and for the Upper Great Plains Region To Expand Its Participation",0
2023-05-03,Energy Department,Incentives for Advanced Cybersecurity Investment,0
2023-05-04,Energy Department,Notice of Staff Attendance at North American Electric Reliability Corporation Meetings,0
2023-05-04,Energy Department,Combined Notice of Filings #2,0
2023-05-05,Energy Department,Combined Notice of Filings #2,0
2023-05-09,Energy Department,Combined Notice of Filings #2,0
2023-05-10,Energy Department,Combined Notice of Filings #2,0
2023-05-11,Energy Department,Combined Notice of Filings #1,0
2023-05-12,Energy Department,Combined Notice of Filings #1,0
2023-05-15,Energy Department,Notice of Intent and Request for Information: Designation of National Interest Electric Transmission Corridors,0
2023-05-16,Energy Department,Commission Information Collection Activities (FERC-725D(1)); Comment Request,1
2023-05-17,Energy Department,Combined Notice of Filings #1,0
2023-05-23,Energy Department,Commission Information Collection Activities (Proposed FERC-1002); Comment Request,1
2023-05-24,Energy Department,Combined Notice of Filings # 1,0
2023-05-26,Energy Department,Combined Notice of Filings #1,0
2023-05-30,Energy Department,"Neptune Pumped Storage 2, LLC; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",0
2023-06-01,Energy Department,Combined Notice of Filings #1,0
2023-06-02,Energy Department,New England Winter Gas-Electric Forum; Supplemental Notice of Second New England Winter Gas-Electric Forum,0
2023-06-06,Energy Department,Combined Notice of Filings #1,0
2023-06-07,Energy Department,Combined Notice of Filings # 1,0
2023-06-08,Energy Department,Combined Notice of Filings #1,0
2023-06-08,Energy Department,Emergency Order Issued to the California Independent System Operator Corporation To Operate Power Generating Facilities Under Limited Circumstances in California as a Result of Extreme Weather,0
2023-06-12,Energy Department,Combined Notice of Filings #1,0
2023-06-13,Energy Department,Cleco Power LLC; Notice Shortening Comment Period,0
2023-06-16,Energy Department,Combined Notice of Filings #1,0
2023-06-21,Energy Department,Increasing Market and Planning Efficiency through Improved Software; Second Supplemental Notice of Technical Conference on Increasing Real-Time and Day-Ahead Market and Planning Efficiency Through Improved Software,0
2023-06-21,Energy Department,Notice of Staff Attendance at the Reliability and Security Technical Committee Meetings,0
2023-06-21,Energy Department,Combined Notice of Filings # 1,0
2023-06-22,Energy Department,Tariff Provisions,0
2023-06-22,Energy Department,Combined Notice of Filings # 1,0
2023-06-23,Energy Department,Transmission System Planning Performance Requirements for Extreme Weather,0
2023-06-23,Energy Department,Combined Notice of Filings #1,0
2023-06-26,Energy Department,Combined Notice of Filings #1,0
2023-06-27,Energy Department,"One-Time Informational Reports on Extreme Weather Vulnerability Assessments Climate Change, Extreme Weather, and Electric System Reliability",0
2023-07-07,Energy Department,Combined Notice of Filings #1,0
2023-07-07,Energy Department,Integrated System Power Rates-Rate Order No. SWPA-80,0
2023-07-13,Energy Department,"Ventasso Energy Storage, LLC; Notice of Filing",0
2023-07-13,Energy Department,EnerSmart Los Coches BESS LLC; Notice of Filing,0
2023-07-14,Energy Department,New England Winter Gas-Electric Forum; Notice Inviting Post-Forum Comments,0
2023-07-19,Energy Department,Combined Notice of Filings #1,0
2023-07-20,Energy Department,Combined Notice of Filings #1,0
2023-07-25,Energy Department,Sunshine Act Meetings,0
2023-07-26,Energy Department,Combined Notice of Filings #1,0
